filename	label	sex	speaker	domain	fold
MSP-IMPROV-S05H-F06-S-FM01	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05H-F06-S-FM02	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05H-F06-S-FM03	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05H-F06-S-FM04	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05H-F06-S-MF02	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05H-F06-S-MF03	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05H-F06-T-FM01	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05H-M06-P-MF01	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05H-M06-P-MF02	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05H-M06-P-MF03	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05H-M06-P-MF04	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05H-M06-P-MF06	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05H-M06-S-FM02	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05H-M06-S-FM03	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05H-M06-S-FM04	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05H-M06-S-FM05	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05H-M06-S-MF01	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05H-M06-S-MF02	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05H-M06-S-MF03	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05H-M06-S-MF04	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05H-M06-T-MF01	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05N-F06-P-FM01	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05N-F06-S-FM02	A	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05N-F06-S-FM03	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05N-F06-S-FM04	A	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05N-F06-S-MF02	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05N-F06-S-MF03	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05N-F06-S-MF04	A	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05N-F06-S-MF05	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05N-F06-T-FM01	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05N-M06-P-FM01	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05N-M06-S-FM01	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05N-M06-S-FM03	A	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05N-M06-S-FM04	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05N-M06-S-FM05	A	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05N-M06-S-FM06	A	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05N-M06-S-MF02	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05N-M06-S-MF03	A	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05N-M06-S-MF04	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05N-M06-S-MF05	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05N-M06-S-MF06	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05N-M06-T-MF01	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05S-F06-P-FM01	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05S-F06-P-MF01	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05S-F06-P-MF02	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05S-F06-S-FM01	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05S-F06-S-FM02	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05S-F06-S-FM03	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05S-F06-S-FM04	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05S-F06-S-FM05	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05S-F06-S-MF01	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05S-F06-S-MF02	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05S-F06-S-MF03	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05S-F06-S-MF04	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05S-F06-S-MF05	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05S-F06-S-MF07	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05S-F06-S-MF08	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05S-F06-T-FM01	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S05S-M06-P-MF01	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05S-M06-P-MF02	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05S-M06-P-MF03	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05S-M06-P-MF04	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05S-M06-P-MF05	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05S-M06-S-FM02	S	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05S-M06-S-FM03	S	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05S-M06-S-FM04	A	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05S-M06-S-FM05	A	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05S-M06-S-MF03	S	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05S-M06-S-MF04	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05S-M06-S-MF05	S	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05S-M06-S-MF06	S	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05S-M06-S-MF08	A	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05S-M06-S-MF09	S	M	06M	MSP-IMPROV	6
MSP-IMPROV-S05S-M06-T-MF01	S	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06A-F06-S-FM01	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06A-F06-S-FM02	A	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06A-F06-S-FM03	A	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06A-F06-S-FM04	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06A-F06-S-FM05	A	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06A-F06-S-FM06	A	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06A-F06-S-FM07	A	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06A-F06-S-MF01	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06A-F06-S-MF02	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06A-F06-S-MF03	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06A-F06-S-MF04	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06A-F06-S-MF05	A	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06A-F06-S-MF06	A	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06A-F06-S-MF07	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06A-F06-T-FM01	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06A-M06-P-MF01	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06A-M06-P-MF02	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06A-M06-S-FM01	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06A-M06-S-FM03	A	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06A-M06-S-FM04	S	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06A-M06-S-FM06	S	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06A-M06-S-MF01	A	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06A-M06-S-MF02	A	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06A-M06-S-MF03	A	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06A-M06-S-MF04	A	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06A-M06-S-MF05	A	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06A-M06-S-MF06	A	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06A-M06-T-MF01	A	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06H-F06-S-FM01	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06H-F06-S-FM03	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06H-F06-S-FM04	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06H-F06-S-FM05	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06H-F06-S-MF01	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06H-F06-S-MF03	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06H-F06-S-MF04	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06H-F06-T-FM01	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06H-M06-P-MF01	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06H-M06-S-FM01	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06H-M06-S-FM02	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06H-M06-S-FM03	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06H-M06-S-FM04	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06H-M06-S-FM05	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06H-M06-S-MF01	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06H-M06-T-MF01	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06N-F06-S-MF01	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06N-F06-S-MF02	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06N-F06-S-MF03	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06N-F06-T-FM01	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06N-M06-P-FM01	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06N-M06-S-FM01	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06N-M06-S-FM02	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06N-M06-S-MF01	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06N-M06-S-MF02	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06N-M06-T-MF01	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06S-F06-S-FM01	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06S-F06-S-FM03	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06S-F06-S-MF01	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06S-F06-S-MF03	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06S-F06-T-FM01	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S06S-M06-P-MF01	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06S-M06-S-FM01	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06S-M06-S-FM02	S	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06S-M06-S-FM04	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06S-M06-S-MF01	S	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06S-M06-S-MF02	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S06S-M06-T-MF01	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07A-F06-P-FM01	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07A-F06-P-FM03	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07A-F06-P-FM04	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07A-F06-S-FM01	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07A-F06-S-FM02	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07A-F06-S-FM03	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07A-F06-S-FM04	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07A-F06-S-FM05	A	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07A-F06-S-FM06	A	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07A-F06-S-MF01	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07A-F06-S-MF02	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07A-F06-S-MF03	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07A-F06-S-MF04	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07A-F06-S-MF05	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07A-F06-S-MF06	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07A-F06-S-MF07	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07A-F06-S-MF08	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07A-F06-T-FM01	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07A-M06-P-MF01	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07A-M06-S-FM01	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07A-M06-S-FM03	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07A-M06-S-FM04	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07A-M06-S-FM05	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07A-M06-S-FM06	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07A-M06-S-FM07	S	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07A-M06-S-MF01	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07A-M06-S-MF02	S	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07A-M06-S-MF03	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07A-M06-S-MF04	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07A-M06-S-MF06	A	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07A-M06-T-MF01	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07H-F06-P-FM01	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07H-F06-P-MF01	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07H-F06-P-MF02	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07H-F06-S-FM01	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07H-F06-S-FM02	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07H-F06-S-FM03	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07H-F06-S-MF01	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07H-F06-S-MF02	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07H-F06-S-MF03	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07H-F06-S-MF04	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07H-F06-T-FM01	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07H-M06-P-FM01	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07H-M06-P-MF01	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07H-M06-S-FM01	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07H-M06-S-FM02	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07H-M06-S-FM03	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07H-M06-S-FM04	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07H-M06-S-FM05	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07H-M06-S-MF01	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07H-M06-S-MF02	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07H-M06-T-MF01	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07N-F06-S-FM01	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07N-F06-S-FM02	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07N-F06-S-FM03	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07N-F06-S-MF01	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07N-F06-S-MF02	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07N-F06-S-MF03	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07N-F06-S-MF04	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07N-F06-S-MF05	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07N-F06-S-MF06	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07N-F06-S-MF07	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07N-F06-S-MF08	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07N-F06-T-FM01	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07N-M06-S-FM01	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07N-M06-S-FM02	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07N-M06-S-FM03	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07N-M06-S-MF01	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07N-M06-S-MF02	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07N-M06-S-MF03	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07N-M06-S-MF04	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07N-M06-S-MF05	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07N-M06-S-MF06	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07N-M06-T-MF01	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07S-F06-S-FM01	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07S-F06-S-FM02	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07S-F06-S-FM03	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07S-F06-S-FM04	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07S-F06-S-FM05	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07S-F06-S-MF01	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07S-F06-S-MF02	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07S-F06-S-MF03	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07S-F06-S-MF04	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07S-F06-S-MF05	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07S-F06-T-FM01	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S07S-M06-P-MF01	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07S-M06-S-FM01	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07S-M06-S-FM02	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07S-M06-S-FM03	S	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07S-M06-S-FM04	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07S-M06-S-FM05	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07S-M06-S-MF01	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07S-M06-S-MF02	S	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07S-M06-S-MF03	S	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07S-M06-S-MF04	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07S-M06-S-MF05	A	M	06M	MSP-IMPROV	6
MSP-IMPROV-S07S-M06-T-MF01	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08A-F06-P-FM01	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08A-F06-P-FM02	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08A-F06-P-FM03	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08A-F06-P-FM04	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08A-F06-P-FM05	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08A-F06-P-MF01	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08A-F06-P-MF02	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08A-F06-P-MF03	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08A-F06-P-MF04	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08A-F06-S-FM01	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08A-F06-S-FM02	S	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08A-F06-S-FM03	A	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08A-F06-S-FM04	A	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08A-F06-S-FM05	A	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08A-F06-S-FM06	A	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08A-F06-S-MF01	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08A-F06-S-MF02	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08A-F06-S-MF04	A	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08A-F06-T-FM01	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08A-M06-P-FM01	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08A-M06-P-FM02	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08A-M06-P-MF02	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08A-M06-S-FM02	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08A-M06-S-FM03	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08A-M06-S-FM04	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08A-M06-S-FM05	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08A-M06-S-FM07	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08A-M06-S-MF01	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08A-M06-S-MF02	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08A-M06-S-MF03	A	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08A-M06-S-MF05	A	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08A-M06-S-MF06	A	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08A-M06-T-MF01	A	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-F06-P-FM01	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08H-F06-P-FM02	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08H-F06-P-FM03	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08H-F06-P-MF01	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08H-F06-P-MF02	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08H-F06-P-MF03	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08H-F06-P-MF04	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08H-F06-S-FM01	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08H-F06-S-FM02	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08H-F06-S-FM03	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08H-F06-S-FM04	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08H-F06-S-FM05	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08H-F06-S-FM06	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08H-F06-S-FM07	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08H-F06-S-FM09	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08H-F06-S-FM10	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08H-F06-S-FM11	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08H-F06-S-MF01	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08H-F06-S-MF02	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08H-F06-S-MF03	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08H-F06-S-MF05	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08H-F06-T-FM01	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-P-FM01	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-P-FM02	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-P-FM03	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-P-MF01	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-P-MF02	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-P-MF03	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-P-MF04	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-P-MF05	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-P-MF06	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-P-MF07	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-P-MF08	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-S-FM01	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-S-FM02	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-S-FM03	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-S-FM05	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-S-FM06	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-S-FM07	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-S-FM08	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-S-FM09	N	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-S-FM10	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-S-FM11	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-S-MF01	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-S-MF02	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-S-MF04	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-S-MF05	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-S-MF06	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-S-MF07	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08H-M06-T-MF01	H	M	06M	MSP-IMPROV	6
MSP-IMPROV-S08N-F06-P-MF01	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08N-F06-P-MF02	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08N-F06-P-MF03	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08N-F06-P-MF04	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08N-F06-P-MF05	H	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08N-F06-S-FM01	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08N-F06-S-FM02	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08N-F06-S-FM03	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08N-F06-S-MF01	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08N-F06-S-MF02	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08N-F06-T-FM01	N	F	06F	MSP-IMPROV	6
MSP-IMPROV-S08N-M06-P-FM01	H	M	06M	MSP-IMPROV	6
